ID
операции	Дата	Магазин	Артикул	Операция	Количество
упаковок, шт	Цена руб/шт
79321	28.06.2021	М04	59	Поставка	30	162
79324	28.06.2021	М04	62	Поставка	10	102
79326	28.06.2021	М04	63	Поставка	10	283
79327	28.06.2021	М04	64	Поставка	50	52
79331	28.06.2021	М05	11	Поставка	30	253
79333	28.06.2021	М05	12	Поставка	50	170
79334	28.06.2021	М05	13	Поставка	100	48
79335	28.06.2021	М05	14	Поставка	50	211
79336	28.06.2021	М05	15	Поставка	50	61
79338	28.06.2021	М05	23	Поставка	30	465
79339	28.06.2021	М05	24	Поставка	100	148
79341	28.06.2021	М05	28	Поставка	50	45
79342	28.06.2021	М05	29	Поставка	200	29
79344	28.06.2021	М05	34	Поставка	100	77
79349	28.06.2021	М05	58	Поставка	20	173
79351	28.06.2021	М05	61	Поставка	20	72
79354	28.06.2021	М06	9	Поставка	300	91
79356	28.06.2021	М06	16	Поставка	100	384
79358	28.06.2021	М06	18	Поставка	600	49
79360	28.06.2021	М06	20	Поставка	800	95
79361	28.06.2021	М06	22	Поставка	50	280
79363	28.06.2021	М06	27	Поставка	50	385
79364	28.06.2021	М06	31	Поставка	400	56
79365	28.06.2021	М06	35	Поставка	400	54
79366	28.06.2021	М06	36	Поставка	200	340
79369	28.06.2021	М06	49	Поставка	500	55
79371	28.06.2021	М06	57	Поставка	300	373
79373	28.06.2021	М06	63	Поставка	50	240
79376	28.06.2021	М07	1	Поставка	30	216
79381	28.06.2021	М07	9	Поставка	50	99
79382	28.06.2021	М07	13	Поставка	100	45
79384	28.06.2021	М07	19	Поставка	50	160
79386	28.06.2021	М07	25	Поставка	30	126
79389	28.06.2021	М07	27	Поставка	20	284
79394	28.06.2021	М07	41	Поставка	100	123
79399	28.06.2021	М07	47	Поставка	30	400
79404	28.06.2021	М07	63	Поставка	10	192
79405	28.06.2021	М08	1	Поставка	200	180
79407	28.06.2021	М08	3	Поставка	400	74
79408	28.06.2021	М08	4	Поставка	200	16
79409	28.06.2021	М08	6	Поставка	200	211
79410	28.06.2021	М08	13	Поставка	500	38
79411	28.06.2021	М08	15	Поставка	200	63
79414	28.06.2021	М08	18	Поставка	700	64
79416	28.06.2021	М08	27	Поставка	100	319
79418	28.06.2021	М08	33	Поставка	300	52
79419	28.06.2021	М08	36	Поставка	200	389
79422	28.06.2021	М08	44	Поставка	200	70
79424	28.06.2021	М08	50	Поставка	100	91
79425	28.06.2021	М08	53	Поставка	300	74
79427	28.06.2021	М08	61	Поставка	100	88
79428	28.06.2021	М08	62	Поставка	50	134
79431	28.06.2021	М09	3	Поставка	30	82
79434	28.06.2021	М09	8	Поставка	30	49
79435	28.06.2021	М09	10	Поставка	10	170
79436	28.06.2021	М09	11	Поставка	10	209
79437	28.06.2021	М09	13	Поставка	30	52
79438	28.06.2021	М09	16	Поставка	10	320
79441	28.06.2021	М09	27	Поставка	10	382
79442	28.06.2021	М09	28	Поставка	20	44
79446	28.06.2021	М09	41	Поставка	20	106
79449	28.06.2021	М09	50	Поставка	10	69
79452	28.06.2021	М09	55	Поставка	20	52
79455	28.06.2021	М09	60	Поставка	10	147
79457	28.06.2021	М10	1	Поставка	20	220
79459	28.06.2021	М10	6	Поставка	30	173
79463	28.06.2021	М10	30	Поставка	30	224
79466	28.06.2021	М10	38	Поставка	30	63
79469	28.06.2021	М10	43	Поставка	30	90
79471	28.06.2021	М10	47	Поставка	20	432
79477	28.06.2021	М10	56	Поставка	20	105
79480	28.06.2021	М10	63	Поставка	10	257
79481	28.06.2021	М11	2	Поставка	300	81
79482	28.06.2021	М11	3	Поставка	400	86
79483	28.06.2021	М11	4	Поставка	100	18
79484	28.06.2021	М11	10	Поставка	200	193
79485	28.06.2021	М11	12	Поставка	200	160
79486	28.06.2021	М11	14	Поставка	200	192
79488	28.06.2021	М11	15	Поставка	200	63
79489	28.06.2021	М11	16	Поставка	200	368
79490	28.06.2021	М11	18	Поставка	600	62
79491	28.06.2021	М11	19	Поставка	200	171
79492	28.06.2021	М11	21	Поставка	200	148
79494	28.06.2021	М11	23	Поставка	100	455
79495	28.06.2021	М11	24	Поставка	200	148
79496	28.06.2021	М11	27	Поставка	100	364
79497	28.06.2021	М11	28	Поставка	300	40
79499	28.06.2021	М11	30	Поставка	300	181
79500	28.06.2021	М11	31	Поставка	400	47
79501	28.06.2021	М11	32	Поставка	400	59
79504	28.06.2021	М11	35	Поставка	600	54
79507	28.06.2021	М11	44	Поставка	300	53
79509	28.06.2021	М11	46	Поставка	300	53
79510	28.06.2021	М11	48	Поставка	300	130
79511	28.06.2021	М11	51	Поставка	100	429
79512	28.06.2021	М11	53	Поставка	200	83
79513	28.06.2021	М11	55	Поставка	400	39
79515	28.06.2021	М11	57	Поставка	400	304
79516	28.06.2021	М11	58	Поставка	100	172
79517	28.06.2021	М11	61	Поставка	50	77
79522	28.06.2021	М12	8	Поставка	500	47
79523	28.06.2021	М12	9	Поставка	300	85
79524	28.06.2021	М12	10	Поставка	200	230
79525	28.06.2021	М12	12	Поставка	300	134
79526	28.06.2021	М12	14	Поставка	200	181
79528	28.06.2021	М12	16	Поставка	100	428
79529	28.06.2021	М12	19	Поставка	200	167
79530	28.06.2021	М12	21	Поставка	100	148
79531	28.06.2021	М12	27	Поставка	100	319
79533	28.06.2021	М12	31	Поставка	400	49
79535	28.06.2021	М12	36	Поставка	200	333
79537	28.06.2021	М12	41	Поставка	400	109
79538	28.06.2021	М12	43	Поставка	200	78
79540	28.06.2021	М12	54	Поставка	600	108
79542	28.06.2021	М12	59	Поставка	200	234
79543	28.06.2021	М12	60	Поставка	100	173
79544	28.06.2021	М12	63	Поставка	50	242
79547	28.06.2021	М13	1	Поставка	20	216
79549	28.06.2021	М13	5	Поставка	50	32
79550	28.06.2021	М13	8	Поставка	50	49
79552	28.06.2021	М13	11	Поставка	10	202
79556	28.06.2021	М13	28	Поставка	30	44
79564	28.06.2021	М13	38	Поставка	30	70
79566	28.06.2021	М13	40	Поставка	10	225
79567	28.06.2021	М13	43	Поставка	30	94
79568	28.06.2021	М13	44	Поставка	30	49
79572	28.06.2021	М13	54	Поставка	100	114
79575	28.06.2021	М13	59	Поставка	20	208
79576	28.06.2021	М13	60	Поставка	10	146
79578	28.06.2021	М13	64	Поставка	50	39
79580	28.06.2021	М14	10	Поставка	10	201
79582	28.06.2021	М14	12	Поставка	20	170
79583	28.06.2021	М14	14	Поставка	10	181
79584	28.06.2021	М14	15	Поставка	10	57
79586	28.06.2021	М14	18	Поставка	40	68
79587	28.06.2021	М14	22	Поставка	10	357
79588	28.06.2021	М14	24	Поставка	20	167
79590	28.06.2021	М14	36	Поставка	10	375
79592	28.06.2021	М14	38	Поставка	20	83
79593	28.06.2021	М14	39	Поставка	10	436
79595	28.06.2021	М14	40	Поставка	10	212
79599	28.06.2021	М14	52	Поставка	50	32
79601	28.06.2021	М14	55	Поставка	20	49
79605	28.06.2021	М14	60	Поставка	10	128
79607	28.06.2021	М14	63	Поставка	10	264
79608	28.06.2021	М15	3	Поставка	30	69
79609	28.06.2021	М15	6	Поставка	10	153
79611	28.06.2021	М15	14	Поставка	10	160
79613	28.06.2021	М15	18	Поставка	30	46
79614	28.06.2021	М15	19	Поставка	20	198
79615	28.06.2021	М15	20	Поставка	50	74
79616	28.06.2021	М15	21	Поставка	10	180
79618	28.06.2021	М15	23	Поставка	10	405
79622	28.06.2021	М15	28	Поставка	20	45
79626	28.06.2021	М15	39	Поставка	10	456
79628	28.06.2021	М15	41	Поставка	20	87
79630	28.06.2021	М15	45	Поставка	10	38
79631	28.06.2021	М15	48	Поставка	20	133
79640	28.06.2021	М16	8	Поставка	200	53
79643	28.06.2021	М16	13	Поставка	300	42
79645	28.06.2021	М16	18	Поставка	300	53
79648	28.06.2021	М16	27	Поставка	50	347
79649	28.06.2021	М16	30	Поставка	100	203
79650	28.06.2021	М16	31	Поставка	200	41
79651	28.06.2021	М16	34	Поставка	200	79
79655	28.06.2021	М16	41	Поставка	200	121
79656	28.06.2021	М16	46	Поставка	200	57
79659	28.06.2021	М16	60	Поставка	50	143
79661	28.06.2021	М16	62	Поставка	40	139
79664	28.06.2021	М17	1	Поставка	100	211
79666	28.06.2021	М17	9	Поставка	200	99
79667	28.06.2021	М17	12	Поставка	100	142
79670	28.06.2021	М17	16	Поставка	100	444
79671	28.06.2021	М17	19	Поставка	100	212
79674	28.06.2021	М17	24	Поставка	200	162
79675	28.06.2021	М17	26	Поставка	100	78
79677	28.06.2021	М17	29	Поставка	300	34
79684	28.06.2021	М17	48	Поставка	200	107
79685	28.06.2021	М17	50	Поставка	50	82
79690	28.06.2021	М17	57	Поставка	200	337
79694	28.06.2021	М18	3	Поставка	200	62
79697	28.06.2021	М18	5	Поставка	200	35
79699	28.06.2021	М18	8	Поставка	200	48
79700	28.06.2021	М18	9	Поставка	100	87
79705	28.06.2021	М18	28	Поставка	100	30
79706	28.06.2021	М18	33	Поставка	100	43
79708	28.06.2021	М18	36	Поставка	100	336
79712	28.06.2021	М18	44	Поставка	100	63
79714	28.06.2021	М18	48	Поставка	200	112
79716	28.06.2021	М18	53	Поставка	200	68
79719	28.06.2021	М18	55	Поставка	200	47
79721	28.06.2021	М18	57	Поставка	200	396
79724	28.06.2021	М18	59	Поставка	100	172
79730	28.06.2021	М19	6	Поставка	30	191
79733	28.06.2021	М19	11	Поставка	10	246
79734	28.06.2021	М19	12	Поставка	30	147
79737	28.06.2021	М19	18	Поставка	100	65
79739	28.06.2021	М19	21	Поставка	20	167
79740	28.06.2021	М19	23	Поставка	10	475
79741	28.06.2021	М19	28	Поставка	50	43
79745	28.06.2021	М19	31	Поставка	40	50
79747	28.06.2021	М19	37	Поставка	50	75
79749	28.06.2021	М19	41	Поставка	50	121
79751	28.06.2021	М19	42	Поставка	20	69
79754	28.06.2021	М19	51	Поставка	10	303
79755	28.06.2021	М19	55	Поставка	30	40
79758	28.06.2021	М19	63	Поставка	10	218
79762	28.06.2021	М20	6	Поставка	300	153
79764	28.06.2021	М20	10	Поставка	200	205
79766	28.06.2021	М20	12	Поставка	300	168
79767	28.06.2021	М20	16	Поставка	200	436
79774	28.06.2021	М20	26	Поставка	300	77
79775	28.06.2021	М20	27	Поставка	100	410
79776	28.06.2021	М20	28	Поставка	300	41
79777	28.06.2021	М20	31	Поставка	300	43
79779	28.06.2021	М20	33	Поставка	300	40
79780	28.06.2021	М20	34	Поставка	400	99
79781	28.06.2021	М20	39	Поставка	100	436
79782	28.06.2021	М20	44	Поставка	200	58
79783	28.06.2021	М20	45	Поставка	100	33
79784	28.06.2021	М20	49	Поставка	600	46
79789	28.06.2021	М20	56	Поставка	200	105
79791	28.06.2021	М20	58	Поставка	50	179
79792	28.06.2021	М20	59	Поставка	200	160
79794	28.06.2021	М21	1	Поставка	20	222
79796	28.06.2021	М21	2	Поставка	30	86
79797	28.06.2021	М21	3	Поставка	50	83
79798	28.06.2021	М21	5	Поставка	50	33
79799	28.06.2021	М21	7	Поставка	10	30
79805	28.06.2021	М21	30	Поставка	30	179
79806	28.06.2021	М21	33	Поставка	40	47
79807	28.06.2021	М21	34	Поставка	40	82
79808	28.06.2021	М21	35	Поставка	50	55
79810	28.06.2021	М21	40	Поставка	20	271
79813	28.06.2021	М21	43	Поставка	30	67
79816	28.06.2021	М21	49	Поставка	50	58
79820	28.06.2021	М21	64	Поставка	100	55
79823	28.06.2021	М22	9	Поставка	40	76
79832	28.06.2021	М22	30	Поставка	20	167
79833	28.06.2021	М22	34	Поставка	50	113
79834	28.06.2021	М22	35	Поставка	50	43
79836	28.06.2021	М22	37	Поставка	50	57
79838	28.06.2021	М22	42	Поставка	20	66
79840	28.06.2021	М22	46	Поставка	40	54
79842	28.06.2021	М22	49	Поставка	50	58
79844	28.06.2021	М22	53	Поставка	50	63
79848	28.06.2021	М22	64	Поставка	50	50
79849	28.06.2021	М23	4	Поставка	10	18
79850	28.06.2021	М23	7	Поставка	10	34
79852	28.06.2021	М23	9	Поставка	20	80
79854	28.06.2021	М23	12	Поставка	20	160
79855	28.06.2021	М23	13	Поставка	40	45
79858	28.06.2021	М23	29	Поставка	50	30
79861	28.06.2021	М23	39	Поставка	10	328
79862	28.06.2021	М23	41	Поставка	20	112
79867	28.06.2021	М23	49	Поставка	40	47
79869	28.06.2021	М23	55	Поставка	20	42
79870	28.06.2021	М23	58	Поставка	10	156
79872	28.06.2021	М24	2	Поставка	100	80
79874	28.06.2021	М24	3	Поставка	200	80
79876	28.06.2021	М24	6	Поставка	100	180
79877	28.06.2021	М24	8	Поставка	200	52
79878	28.06.2021	М24	12	Поставка	100	162
79879	28.06.2021	М24	16	Поставка	50	432
79882	28.06.2021	М24	23	Поставка	50	485
79885	28.06.2021	М24	30	Поставка	100	196
79888	28.06.2021	М24	39	Поставка	50	436
79889	28.06.2021	М24	40	Поставка	50	242
79890	28.06.2021	М24	41	Поставка	100	103
79891	28.06.2021	М24	42	Поставка	100	77
79892	28.06.2021	М24	47	Поставка	50	475
79893	28.06.2021	М24	51	Поставка	50	303
79895	28.06.2021	М24	54	Поставка	200	90
79896	28.06.2021	М24	55	Поставка	200	37
79898	28.06.2021	М25	1	Поставка	20	191
79900	28.06.2021	М25	3	Поставка	50	68
79902	28.06.2021	М25	5	Поставка	50	44
79903	28.06.2021	М25	6	Поставка	30	176
79905	28.06.2021	М25	8	Поставка	50	45
79906	28.06.2021	М25	9	Поставка	40	97
79908	28.06.2021	М25	14	Поставка	30	220
79909	28.06.2021	М25	15	Поставка	30	52
79913	28.06.2021	М25	22	Поставка	10	298
79915	28.06.2021	М25	32	Поставка	50	51
79919	28.06.2021	М25	39	Поставка	10	476
79923	28.06.2021	М25	48	Поставка	40	99
79925	28.06.2021	М25	50	Поставка	10	84
79926	28.06.2021	М25	56	Поставка	30	84
79928	28.06.2021	М25	58	Поставка	10	151
79930	28.06.2021	М25	63	Поставка	10	238
79933	28.06.2021	М26	2	Поставка	30	69
79936	28.06.2021	М26	17	Поставка	20	151
79937	28.06.2021	М26	18	Поставка	100	47
79942	28.06.2021	М26	28	Поставка	40	35
79944	28.06.2021	М26	31	Поставка	50	60
79948	28.06.2021	М26	41	Поставка	50	120
79949	28.06.2021	М26	42	Поставка	20	64
79950	28.06.2021	М26	45	Поставка	10	44
79951	28.06.2021	М26	46	Поставка	40	57
79952	28.06.2021	М26	47	Поставка	10	437
79953	28.06.2021	М26	51	Поставка	10	429
79956	28.06.2021	М26	58	Поставка	10	138
79957	28.06.2021	М26	60	Поставка	10	143
79960	28.06.2021	М27	3	Поставка	100	86
79962	28.06.2021	М27	8	Поставка	100	54
79965	28.06.2021	М27	12	Поставка	50	134
79967	28.06.2021	М27	17	Поставка	50	151
79969	28.06.2021	М27	21	Поставка	30	191
79972	28.06.2021	М27	25	Поставка	30	119
79973	28.06.2021	М27	26	Поставка	100	75
79977	28.06.2021	М27	33	Поставка	50	55
79978	28.06.2021	М27	36	Поставка	50	340
79983	28.06.2021	М27	42	Поставка	40	68
79984	28.06.2021	М27	44	Поставка	50	70
79985	28.06.2021	М27	48	Поставка	100	137
79986	28.06.2021	М27	49	Поставка	100	46
79988	28.06.2021	М27	57	Поставка	100	274
79989	28.06.2021	М27	58	Поставка	20	163
79993	28.06.2021	М28	4	Поставка	100	16
79997	28.06.2021	М28	22	Поставка	50	326
79999	28.06.2021	М28	28	Поставка	300	41
80001	28.06.2021	М28	30	Поставка	300	220
80002	28.06.2021	М28	32	Поставка	300	59
80003	28.06.2021	М28	36	Поставка	200	406
80004	28.06.2021	М28	39	Поставка	100	352
80007	28.06.2021	М28	49	Поставка	600	45
80011	28.06.2021	М28	55	Поставка	300	40
80013	28.06.2021	М28	57	Поставка	400	383
80015	28.06.2021	М29	3	Поставка	30	62
80017	28.06.2021	М29	5	Поставка	20	40
80019	28.06.2021	М29	10	Поставка	10	177
80020	28.06.2021	М29	11	Поставка	10	209
80022	28.06.2021	М29	18	Поставка	30	62
80026	28.06.2021	М29	26	Поставка	20	75
80028	28.06.2021	М29	30	Поставка	20	226
80031	28.06.2021	М29	39	Поставка	10	392
80032	28.06.2021	М29	40	Поставка	10	186
80038	28.06.2021	М29	52	Поставка	50	25
80040	28.06.2021	М29	56	Поставка	10	87
80043	28.06.2021	М30	1	Поставка	10	222
80044	28.06.2021	М30	4	Поставка	10	13
80046	28.06.2021	М30	6	Поставка	10	160
80050	28.06.2021	М30	17	Поставка	10	165
80053	28.06.2021	М30	26	Поставка	20	65
80054	28.06.2021	М30	28	Поставка	20	37
80055	28.06.2021	М30	29	Поставка	30	30
80058	28.06.2021	М30	35	Поставка	30	46
80059	28.06.2021	М30	39	Поставка	10	356
80060	28.06.2021	М30	41	Поставка	20	106
80061	28.06.2021	М30	43	Поставка	10	90
80062	28.06.2021	М30	47	Поставка	10	437
80064	28.06.2021	М30	52	Поставка	50	25
80066	28.06.2021	М30	60	Поставка	10	168
80068	28.06.2021	М30	61	Поставка	10	93
80069	28.06.2021	М30	64	Поставка	40	42
80070	28.06.2021	М31	1	Поставка	10	194
80072	28.06.2021	М31	3	Поставка	20	83
80074	28.06.2021	М31	4	Поставка	10	13
80076	28.06.2021	М31	5	Поставка	30	36
80078	28.06.2021	М31	9	Поставка	20	81
80079	28.06.2021	М31	10	Поставка	10	174
80080	28.06.2021	М31	14	Поставка	20	200
80082	28.06.2021	М31	19	Поставка	20	194
80083	28.06.2021	М31	20	Поставка	50	107
80084	28.06.2021	М31	21	Поставка	10	164
80086	28.06.2021	М31	28	Поставка	20	35
80088	28.06.2021	М31	32	Поставка	20	62
80091	28.06.2021	М31	38	Поставка	20	74
80094	28.06.2021	М31	42	Поставка	10	72
80098	28.06.2021	М31	49	Поставка	30	47
80101	28.06.2021	М31	55	Поставка	20	43
80102	28.06.2021	М31	59	Поставка	10	222
80104	28.06.2021	М32	7	Поставка	10	34
80107	28.06.2021	М32	12	Поставка	30	155
80108	28.06.2021	М32	16	Поставка	10	476
80109	28.06.2021	М32	20	Поставка	100	100
80111	28.06.2021	М32	24	Поставка	30	178
80112	28.06.2021	М32	30	Поставка	30	203
80114	28.06.2021	М32	35	Поставка	50	44
80116	28.06.2021	М32	37	Поставка	50	62
80117	28.06.2021	М32	40	Поставка	10	207
80118	28.06.2021	М32	42	Поставка	20	70
80119	28.06.2021	М32	43	Поставка	30	93
80120	28.06.2021	М32	48	Поставка	30	136
80121	28.06.2021	М32	51	Поставка	10	352
80124	28.06.2021	М32	58	Поставка	10	153
80126	28.06.2021	М32	60	Поставка	20	167
80128	28.06.2021	М32	61	Поставка	10	90
80130	28.06.2021	М32	63	Поставка	10	240
80132	28.06.2021	М33	1	Поставка	30	255
80134	28.06.2021	М33	7	Поставка	30	41
80136	28.06.2021	М33	8	Поставка	100	41
80137	28.06.2021	М33	11	Поставка	30	222
80138	28.06.2021	М33	16	Поставка	40	424
80140	28.06.2021	М33	23	Поставка	30	435
80142	28.06.2021	М33	30	Поставка	50	209
80144	28.06.2021	М33	33	Поставка	100	49
80145	28.06.2021	М33	34	Поставка	100	101
80147	28.06.2021	М33	36	Поставка	50	312
80148	28.06.2021	М33	38	Поставка	50	58
80150	28.06.2021	М33	40	Поставка	40	209
80151	28.06.2021	М33	44	Поставка	50	65
80154	28.06.2021	М33	46	Поставка	50	53
80155	28.06.2021	М33	48	Поставка	50	129
80156	28.06.2021	М33	49	Поставка	200	40
80158	28.06.2021	М33	53	Поставка	50	57
80161	28.06.2021	М33	59	Поставка	50	188
80163	28.06.2021	М33	62	Поставка	20	144
80166	28.06.2021	М34	3	Поставка	200	82
80174	28.06.2021	М34	19	Поставка	100	205
80175	28.06.2021	М34	22	Поставка	20	403
80176	28.06.2021	М34	23	Поставка	50	540
80178	28.06.2021	М34	25	Поставка	50	115
80180	28.06.2021	М34	26	Поставка	100	62
80182	28.06.2021	М34	29	Поставка	300	28
80185	28.06.2021	М34	35	Поставка	200	57
80186	28.06.2021	М34	37	Поставка	200	73
80187	28.06.2021	М34	38	Поставка	100	62
80189	28.06.2021	М34	41	Поставка	200	99
80191	28.06.2021	М34	46	Поставка	100	48
80193	28.06.2021	М34	48	Поставка	200	95
80194	28.06.2021	М34	51	Поставка	50	359
80196	28.06.2021	М34	52	Поставка	400	34
80197	28.06.2021	М34	53	Поставка	100	62
80199	28.06.2021	М34	55	Поставка	200	53
80200	28.06.2021	М34	57	Поставка	200	271
80201	28.06.2021	М34	59	Поставка	100	190
80202	28.06.2021	М34	62	Поставка	30	97
80203	28.06.2021	М35	1	Поставка	200	260
80205	28.06.2021	М35	3	Поставка	300	67
80207	28.06.2021	М35	8	Поставка	500	55
80208	28.06.2021	М35	9	Поставка	300	95
80209	28.06.2021	М35	10	Поставка	200	174
80213	28.06.2021	М35	15	Поставка	200	64
80215	28.06.2021	М35	19	Поставка	300	189
80216	28.06.2021	М35	21	Поставка	200	207
80218	28.06.2021	М35	22	Поставка	50	336
80222	28.06.2021	М35	27	Поставка	100	280
80223	28.06.2021	М35	29	Поставка	500	35
80225	28.06.2021	М35	34	Поставка	300	83
80229	28.06.2021	М35	51	Поставка	100	440
80230	28.06.2021	М35	52	Поставка	700	30
80232	28.06.2021	М35	55	Поставка	400	44
80233	28.06.2021	М35	56	Поставка	200	87
80236	28.06.2021	М36	4	Поставка	100	17
80238	28.06.2021	М36	7	Поставка	100	28
80239	28.06.2021	М36	10	Поставка	200	216
80240	28.06.2021	М36	11	Поставка	100	238
80242	28.06.2021	М36	19	Поставка	300	153
80243	28.06.2021	М36	21	Поставка	200	171
80245	28.06.2021	М36	25	Поставка	100	115
80247	28.06.2021	М36	31	Поставка	300	59
80249	28.06.2021	М36	33	Поставка	300	48
80252	28.06.2021	М36	36	Поставка	200	326
80253	28.06.2021	М36	37	Поставка	500	63
80258	28.06.2021	М36	46	Поставка	300	43
80259	28.06.2021	М36	48	Поставка	300	123
80260	28.06.2021	М36	49	Поставка	600	54
80262	28.06.2021	М36	52	Поставка	700	33
80264	28.06.2021	М36	58	Поставка	100	199
80265	28.06.2021	М36	62	Поставка	50	140
80266	28.06.2021	М36	63	Поставка	50	242
80270	28.06.2021	М37	10	Поставка	50	185
80273	28.06.2021	М37	17	Поставка	50	192
80274	28.06.2021	М37	20	Поставка	200	81
80276	28.06.2021	М37	22	Поставка	10	298
80280	28.06.2021	М37	27	Поставка	20	298
80282	28.06.2021	М37	29	Поставка	200	37
80285	28.06.2021	М37	36	Поставка	50	364
80288	28.06.2021	М37	38	Поставка	100	83
80289	28.06.2021	М37	44	Поставка	50	61
80291	28.06.2021	М37	46	Поставка	50	53
80293	28.06.2021	М37	54	Поставка	100	83
80295	28.06.2021	М37	57	Поставка	100	323
80296	28.06.2021	М37	63	Поставка	10	240
80298	28.06.2021	М38	1	Поставка	20	244
80299	28.06.2021	М38	3	Поставка	50	77
80300	28.06.2021	М38	4	Поставка	10	17
80302	28.06.2021	М38	8	Поставка	50	57
80303	28.06.2021	М38	10	Поставка	30	215
80304	28.06.2021	М38	11	Поставка	10	218
80309	28.06.2021	М38	25	Поставка	10	107
80311	28.06.2021	М38	31	Поставка	40	56
80315	28.06.2021	М38	38	Поставка	30	83
80318	28.06.2021	М38	56	Поставка	30	102
80320	28.06.2021	М38	58	Поставка	10	204
80323	28.06.2021	М39	3	Поставка	100	64
80324	28.06.2021	М39	9	Поставка	50	82
80325	28.06.2021	М39	11	Поставка	30	242
80327	28.06.2021	М39	12	Поставка	50	142
80328	28.06.2021	М39	13	Поставка	200	49
80329	28.06.2021	М39	15	Поставка	50	63
80330	28.06.2021	М39	16	Поставка	30	392
80334	28.06.2021	М39	24	Поставка	50	169
80336	28.06.2021	М39	27	Поставка	20	385
80339	28.06.2021	М39	37	Поставка	100	79
80340	28.06.2021	М39	38	Поставка	50	59
80341	28.06.2021	М39	41	Поставка	100	96
80343	28.06.2021	М39	43	Поставка	50	74
80345	28.06.2021	М39	45	Поставка	10	33
80347	28.06.2021	М39	49	Поставка	100	58
80348	28.06.2021	М39	52	Поставка	200	29
80349	28.06.2021	М39	53	Поставка	50	56
80351	28.06.2021	М39	54	Поставка	100	108
80353	28.06.2021	М39	64	Поставка	200	45
80356	28.06.2021	М40	5	Поставка	30	40
80357	28.06.2021	М40	6	Поставка	20	169
80360	28.06.2021	М40	15	Поставка	10	63
80361	28.06.2021	М40	16	Поставка	10	468
80363	28.06.2021	М40	19	Поставка	20	196
80364	28.06.2021	М40	20	Поставка	40	91
80366	28.06.2021	М40	23	Поставка	10	435
80367	28.06.2021	М40	24	Поставка	20	216
80371	28.06.2021	М40	28	Поставка	10	42
80372	28.06.2021	М40	31	Поставка	30	45
80373	28.06.2021	М40	35	Поставка	40	57
80375	28.06.2021	М40	42	Поставка	10	72
80376	28.06.2021	М40	43	Поставка	10	72
80378	28.06.2021	М40	44	Поставка	10	71
80379	28.06.2021	М40	50	Поставка	10	82
80380	28.06.2021	М40	52	Поставка	50	35
80381	28.06.2021	М40	53	Поставка	20	76
80384	28.06.2021	М40	60	Поставка	10	123
80385	28.06.2021	М40	62	Поставка	10	103
80387	28.06.2021	М41	4	Поставка	100	17
80388	28.06.2021	М41	5	Поставка	400	30
80389	28.06.2021	М41	6	Поставка	200	166
80390	28.06.2021	М41	7	Поставка	100	32
80391	28.06.2021	М41	11	Поставка	100	207
